name,employer,location,min_selary,max_selary,money_type,href,employer_id,source
Программист С++/Unreal Engine, Кулекенова Диана Сергеевна,Москва,,,,https://izhevsk.hh.ru/vacancy/37513142?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4333953,https://hh.ru/
C++ Developer (middle level),ООО Визутех Систем,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/37420281?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/770639,https://hh.ru/
Младший разработчик / Junior Developer (C#),ООО Кадвайс-Н,Новосибирск,30000,,руб,https://izhevsk.hh.ru/vacancy/34528262?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2368877,https://hh.ru/
IOS разработчик," Лента, федеральная розничная сеть, Гипермаркет",Москва,,,,https://izhevsk.hh.ru/vacancy/37576746?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/7172?dpt=7172-7172-gipe,https://hh.ru/
Kotlin python swift разработчик, InterGroup,Краснодар,,15000,руб,https://izhevsk.hh.ru/vacancy/37314833?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4434231,https://hh.ru/
Compact Models Developer," Silvaco, Inc",Новосибирск,,,,https://izhevsk.hh.ru/vacancy/37581302?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2503542,https://hh.ru/
Разработчик Node.js (TypeScript),ИП Журавлев Н.В.,"Москва, Спортивная и еще 1 ",100000,,руб,https://izhevsk.hh.ru/vacancy/37479509?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2742107,https://hh.ru/
С++ Разработчик, Wisebits,Москва,,3000,EUR,https://izhevsk.hh.ru/vacancy/37052610?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1689648,https://hh.ru/
"Программист Delphi, Transact-SQL (MSSQL), C++, C#"," Системные технологии, НПП","Санкт-Петербург, Обводный Канал и еще 1 ",,92000,руб,https://izhevsk.hh.ru/vacancy/37569780?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/194458,https://hh.ru/
Compact Models Developer," Silvaco, Inc","Москва, Белорусская",,,,https://izhevsk.hh.ru/vacancy/37581311?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2503542,https://hh.ru/
Инженер-программист,ООО ИСТЭК,Пермь,,40000,руб,https://izhevsk.hh.ru/vacancy/37666729?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2497321,https://hh.ru/
PHP- junior программист,ООО БОН ТОН РИЭЛТИ,"Москва, Курская и еще 1 ",,,,https://izhevsk.hh.ru/vacancy/37591764?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3000770,https://hh.ru/
Инженер пусконаладочных работ АСУ ТП, SMS Metallurgical Service LLC,Челябинск,,57000,руб,https://izhevsk.hh.ru/vacancy/37679961?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/552889,https://hh.ru/
Programmer C++," Wargaming, Saint Petersburg (Lesta Studio)",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/35439463?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/662769?dpt=662769-662769-piter,https://hh.ru/
C/Go Developer, Badoo,Москва,,,,https://izhevsk.hh.ru/vacancy/36427328?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/746069,https://hh.ru/
Middle C# Developer ASP.NET MVC, Indeed-Id,Санкт-Петербург,,120000,руб,https://izhevsk.hh.ru/vacancy/37378942?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/804242,https://hh.ru/
Инженер пусконаладочных работ АСУ ТП, SMS Metallurgical Service LLC,Нижний Тагил,,57000,руб,https://izhevsk.hh.ru/vacancy/37679965?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/552889,https://hh.ru/
Математик-программист/Инженер по компьютерному зрению и обработке изображений, Медицинские Технологии Лтд.,Москва,,,,https://izhevsk.hh.ru/vacancy/37284012?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/25008,https://hh.ru/
"Web-разработчик, PHP", VR next,Калининград,60000,,руб,https://izhevsk.hh.ru/vacancy/37519264?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4700142,https://hh.ru/
Senior C++ Developer, Indeed-Id,Санкт-Петербург,,130000,руб,https://izhevsk.hh.ru/vacancy/37484247?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/804242,https://hh.ru/
Senior C++ Developer, Indeed-Id,Великий Новгород,,130000,руб,https://izhevsk.hh.ru/vacancy/37484249?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/804242,https://hh.ru/
Программист С#, Студия Кефир,Волгоград,,,,https://izhevsk.hh.ru/vacancy/27794605?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/851138,https://hh.ru/
Java-разработчик, INPAS,"Москва, Марьина Роща",,,,https://izhevsk.hh.ru/vacancy/37678688?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3312,https://hh.ru/
Ведущий инженер-программист АСУТП,АО Транснефть-Верхняя Волга,"Нижний Новгород, Ленинская",71000,,руб,https://izhevsk.hh.ru/vacancy/37354804?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2391264,https://hh.ru/
Junior language performance engineer/intern, HUAWEI,Москва,,,,https://izhevsk.hh.ru/vacancy/37293822?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
Junior Linux DevOps Engineer/intern, HUAWEI,Москва,,,,https://izhevsk.hh.ru/vacancy/37274639?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
Программист-разработчик,АО Страховая Медицинская компания Астрамед-МС,"Екатеринбург, Площадь 1905 года и еще 1 ",65000,,руб,https://izhevsk.hh.ru/vacancy/37694179?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3237259,https://hh.ru/
Программист С#,ЗАО НТЦ АТ Форинтек,"Москва, Строгино и еще 1 ",110000,,руб,https://izhevsk.hh.ru/vacancy/37417910?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/190621,https://hh.ru/
Программист/младший программист C#/SQL, CQG,Зеленоград,,,,https://izhevsk.hh.ru/vacancy/36292549?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/6198,https://hh.ru/
Go Developer, Badoo,Москва,,,,https://izhevsk.hh.ru/vacancy/37506050?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/746069,https://hh.ru/
Инженер-программист,"АО Научно-исследовательский институт современных телекоммуникационных технологий (НИИ СТТ, АО)",Смоленск,,,,https://izhevsk.hh.ru/vacancy/37511445?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/207958,https://hh.ru/
Программист С++ / Разработчик С++, CQG,Самара,,,,https://izhevsk.hh.ru/vacancy/37292042?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/6198,https://hh.ru/
Senior Kotlin / Java разработчик, Эквид,Ульяновск,150000,,руб,https://izhevsk.hh.ru/vacancy/35172686?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1147526,https://hh.ru/
"Backend разработчик (Ruby, go, nodejs)", Workato,Москва,300000,,руб,https://izhevsk.hh.ru/vacancy/37357158?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3106458,https://hh.ru/
Разработчик бизнес-решений (NET C#), DIRECTUM,"Москва, Технопарк",,,,https://izhevsk.hh.ru/vacancy/37660403?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2488771,https://hh.ru/
Python developer,ООО Акронис-Инфозащита,"Москва, Алтуфьево",,,,https://izhevsk.hh.ru/vacancy/36297018?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4357678,https://hh.ru/
Инженер-программист FPGA, СИГМА.Новосибирск,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/37676161?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1173761,https://hh.ru/
AI Math Library Senior Software engineer, HUAWEI,Новосибирск,,,,https://izhevsk.hh.ru/vacancy/37613315?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
Программист C/С++,ООО ОКБ Авиарешения,Казань,,,,https://izhevsk.hh.ru/vacancy/37539927?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4005747,https://hh.ru/
"GFN Software Engineer - Gaming (Python, C++)", NVIDIA,"Москва, Марьина Роща и еще 1 ",,,,https://izhevsk.hh.ru/vacancy/36922412?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/5135,https://hh.ru/
C/C++ Developer, Emlid,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/36335112?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2661478,https://hh.ru/
Инженер-программист (embedded),ООО МИНИТЕХ,Санкт-Петербург,60000,,руб,https://izhevsk.hh.ru/vacancy/37541696?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/335913,https://hh.ru/
Программист,ООО Мед ТеКо,Мытищи,,80000,руб,https://izhevsk.hh.ru/vacancy/37298212?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2678606,https://hh.ru/
Программист-разработчик 1С,ООО МАГ Девелопмент,"Москва, Выставочная",,150000,руб,https://izhevsk.hh.ru/vacancy/37018366?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4382297,https://hh.ru/
Инженер-разработчик РЭА (г Тверь)," ПРАМОТРОНИК , Производственная компания",Тверь,,,,https://izhevsk.hh.ru/vacancy/37614950?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/116815,https://hh.ru/
Программист баз данных,ООО Баланс,Санкт-Петербург,,80000,руб,https://izhevsk.hh.ru/vacancy/37624489?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4304541,https://hh.ru/
"Старший Python разработчик (Senior Developer, Lead, Архитектор)",ООО PROGNET,Москва,120000,,руб,https://izhevsk.hh.ru/vacancy/37499121?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3564390,https://hh.ru/
Инженер микроконтроллеров (программист C/С++), ТУРКОВ,"Москва, Автозаводская",,,,https://izhevsk.hh.ru/vacancy/37692634?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1405921,https://hh.ru/
Senior iOS Developer, DENIVIP Media,"Москва, Шоссе Энтузиастов",,200000,руб,https://izhevsk.hh.ru/vacancy/36777506?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/770177,https://hh.ru/
Разработчик С++,ООО НТ Прогресс,"Москва, Автозаводская",,,,https://izhevsk.hh.ru/vacancy/32591713?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2283457,https://hh.ru/
Senior Software Engineer (C++), Itiviti (Айтивити),"Санкт-Петербург, Адмиралтейская",,,,https://izhevsk.hh.ru/vacancy/36764930?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2254986,https://hh.ru/
Программист Unity 3D,ЗАО Институт телекоммуникаций,"Санкт-Петербург, Лесная",90000,,руб,https://izhevsk.hh.ru/vacancy/37481405?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1231316,https://hh.ru/
Инженер-программист,"ООО Криптософт, НТП",Пенза,,40000,руб,https://izhevsk.hh.ru/vacancy/37504919?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/856407,https://hh.ru/
CI Engineer, NetworkOptix,"Москва, Комсомольская и еще 1 ",4000,,USD,https://izhevsk.hh.ru/vacancy/27812469?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/899854,https://hh.ru/
UI Programmer (UE4/С++)," Wargaming, Saint Petersburg (Lesta Studio)",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/34182508?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/662769?dpt=662769-662769-piter,https://hh.ru/
С++ Developer (UI Technology)," Wargaming, Saint Petersburg (Lesta Studio)",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/36999383?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/662769?dpt=662769-662769-piter,https://hh.ru/
Senior C++ Developer, Game Insight,Мурманск,,,,https://izhevsk.hh.ru/vacancy/37588749?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/735444,https://hh.ru/
C++ разработчик алгоритмов геометрического моделирования,ЗАО Ледас,Новосибирск,,65000,руб,https://izhevsk.hh.ru/vacancy/37550093?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2134970,https://hh.ru/
C/C++ Developer (native android development)," Right&Above, IT Company",Краснодар,,,,https://izhevsk.hh.ru/vacancy/37547829?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1087929,https://hh.ru/
Программист инструментария / Game Tools Developer," Wargaming, Saint Petersburg (Lesta Studio)",Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37043881?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/662769?dpt=662769-662769-piter,https://hh.ru/
Программист Go,ООО Прикладные технологии,Челябинск,,50000,руб,https://izhevsk.hh.ru/vacancy/37018872?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/653937,https://hh.ru/
Разработчик C#,ООО Кадвайс-Н,Новосибирск,,80000,руб,https://izhevsk.hh.ru/vacancy/36916117?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2368877,https://hh.ru/
DilOS (illumos) kernel developer / ZFS developer,ООО Арго Технолоджи Ист,Москва,,,,https://izhevsk.hh.ru/vacancy/37302155?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3560439,https://hh.ru/
Senior Linux Software Engineer, Sibedge,Москва,,,,https://izhevsk.hh.ru/vacancy/37684974?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/636653,https://hh.ru/
Junior Oracle EBS developer, DBI,Ростов-на-Дону,,,,https://izhevsk.hh.ru/vacancy/36409655?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/77301,https://hh.ru/
GoLang Middle разработчик, B2Broker Москва,"Москва, Деловой центр и еще 2 ",,140000,руб,https://izhevsk.hh.ru/vacancy/36097704?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2234168?dpt=2234168-2234168-msk,https://hh.ru/
"Senior Developer Tools Engineer, C++ & Qt", NVIDIA,"Москва, Марьина Роща и еще 1 ",,,,https://izhevsk.hh.ru/vacancy/37149720?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/5135,https://hh.ru/
Artificial Intelligence Programmer/Программист искусственного интеллекта, Gaijin Entertainment,"Москва, Свиблово",,,,https://izhevsk.hh.ru/vacancy/37619539?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1938,https://hh.ru/
Junior system software engineer/intern, HUAWEI,Москва,,,,https://izhevsk.hh.ru/vacancy/37525152?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2873,https://hh.ru/
Программист С++,ООО Дата Ист,Новосибирск,80000,,руб,https://izhevsk.hh.ru/vacancy/37065340?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1732872,https://hh.ru/
